ID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
1594,United States,42262,3,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1595,United States,121000,5,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1596,United States,192000,20,1,1,1000,Remote,9,0,0,0,0,0,1,0,0,0,1,0,0,0
1597,United States,105000,6,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,United Kingdom,52500,5,0,1,10,Not remote,10,1,0,0,0,0,0,1,0,1,0,0,0,1
1599,United States,138000,12,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
1600,United States,160000,20,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1601,United Kingdom,50000,6,0,1,100,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
1602,United States,126680,15,0,0,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1603,United States,74000,2,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1604,United States,153000,10,1,0,100,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
1605,United States,55000,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1606,Germany,32258.064516129,2,0,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1607,United Kingdom,48620,1,0,1,10000,Not remote,8,0,0,0,1,0,0,0,1,1,0,0,0,0
1608,United States,105000,2,1,1,10000,Remote,10,0,0,1,0,1,0,0,0,1,0,0,0,1
1609,United Kingdom,21250,2,0,1,10000,Not remote,9,0,0,0,0,0,1,0,0,0,1,0,0,0
1610,United States,111000,17,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1611,Canada,46969.696969697,16,0,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1612,United States,87000,5,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1613,United States,74000,1,0,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,0
1614,Germany,56989.247311828,5,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1615,United States,84000,6,0,1,100,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,1
1616,Canada,26515.1515151515,2,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
1617,United States,60000,1,0,1,20,Not remote,9,1,1,0,1,0,0,0,0,0,0,0,0,0
1618,United States,60000,6,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1619,Canada,76515.1515151515,14,0,1,1000,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1
1620,United States,60000,2,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1621,United States,172000,12,0,1,10000,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,0
1622,Canada,100378.787878788,13,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1623,United States,70000,1,0,1,20,Not remote,6,0,0,1,0,0,1,0,0,1,0,1,1,0
1624,Canada,61328.7878787879,11,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1625,Canada,56818.1818181818,11,1,1,100,Not remote,10,0,0,1,1,1,1,1,1,0,0,0,1,1
1626,United States,95000,7,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
1627,Germany,60215.0537634409,3,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
1628,United Kingdom,46250,15,1,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
1629,Canada,45454.5454545455,9,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,United States,57000,2,0,0,500,Not remote,6,0,0,0,1,0,1,0,0,1,0,0,1,0
1631,United States,129000,10,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1632,United States,80000,20,1,1,1,Remote,10,1,1,0,1,1,1,1,0,0,1,0,1,1
1633,United States,93000,4,1,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
1634,Germany,64516.1290322581,7,1,1,100,Not remote,5,0,1,0,0,1,0,0,0,0,0,0,1,1
1635,Germany,140000,8,1,1,20,Remote,6,0,0,1,0,0,0,0,0,0,1,0,0,0
1636,Canada,60606.0606060606,4,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
1637,United Kingdom,50000,3,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,United States,117000,16,0,1,20,Remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
1639,United States,110000,10,0,0,1000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1640,United States,140000,20,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,United States,80000,3,1,1,1000,Not remote,3,0,0,0,0,1,0,0,0,0,1,0,0,1
1642,United States,72000,4,0,1,10,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
1643,United States,90000,4,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
1644,United States,110000,9,0,0,100,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
1645,Canada,41666.6666666667,3,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
1646,United States,166500,17,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
1647,United States,150000,6,0,0,100,Not remote,8,1,0,0,1,0,0,0,0,0,0,0,0,0
1648,Germany,53763.4408602151,5,0,1,10000,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,0
1649,United States,115000,10,0,1,5000,Not remote,8,0,0,1,1,0,0,0,1,0,0,0,0,0
1650,United States,120000,3,0,0,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1651,United States,50000,2,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1652,United Kingdom,57500,7,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1653,Canada,49242.4242424242,2,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
1654,United States,150000,13,0,0,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1655,United States,56000,1,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1656,Canada,60606.0606060606,11,0,1,1,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,1
1657,Germany,50537.6344086021,8,0,0,1000,Not remote,8,1,0,0,0,0,1,0,0,0,0,0,0,0
1658,United States,129000,5,0,0,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0
1659,United States,130000,5,0,1,10000,Not remote,5,1,0,0,0,1,0,0,0,0,0,0,1,1
1660,United States,72000,4,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
1661,United States,90000,5,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1662,United States,113000,1,1,1,10000,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,0
1663,Germany,92473.1182795699,14,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
1664,United States,115000,9,0,1,20,Remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
1665,Germany,41290.3225806452,4,0,1,20,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1666,United Kingdom,62500,4,0,0,100,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1
1667,Canada,68181.8181818182,8,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1668,United Kingdom,58750,3,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1669,United States,120000,9,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
1670,United States,105000,11,0,1,20,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
1671,United States,155000,13,0,1,100,Not remote,9,1,1,0,0,1,0,0,0,1,0,0,0,1
1672,Germany,38709.6774193548,7,1,0,1,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
1673,United Kingdom,62500,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1674,Germany,77419.3548387097,15,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1675,Germany,33333.3333333333,2,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1676,United States,48000,5,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
1677,United States,126000,10,0,1,1,Not remote,6,0,0,1,0,0,1,0,0,0,0,1,0,0
1678,United States,102000,15,0,0,100,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1679,United States,110000,20,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,United States,110000,7,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1681,United States,110000,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1682,United States,70000,1,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1683,United States,150000,20,1,1,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
1684,United States,58420,9,0,0,100,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
1685,United States,105000,1,0,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,1,0,0
1686,United States,115000,3,1,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,1,0,1
1687,United States,98000,5,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,United Kingdom,62500,20,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1689,United States,69200,2,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1690,Germany,55913.9784946237,2,0,1,20,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
1691,United States,188000,20,1,0,10000,Not remote,10,1,0,0,1,0,0,0,0,0,0,0,0,0
1692,United States,128500,15,1,0,10,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1693,Germany,77419.3548387097,16,0,1,100,Not remote,8,1,0,1,1,0,0,0,0,0,0,0,0,0
1694,United States,110000,1,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1695,United States,187500,6,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1696,United States,150000,17,0,1,1000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1697,United States,170000,12,1,1,100,Remote,10,0,0,0,0,1,0,0,0,0,0,0,1,1
1698,Canada,45454.5454545455,6,1,1,100,Not remote,7,0,1,0,0,0,0,0,0,0,1,0,0,1
1699,United States,88000,9,1,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1700,United States,100000,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1701,United States,130000,2,0,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0
1702,Canada,56818.1818181818,7,0,1,10,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1703,United States,95000,5,0,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1704,United States,85000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1705,Germany,45161.2903225806,15,1,1,10,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
1706,Canada,45454.5454545455,2,0,0,1,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
1707,United States,145000,9,1,1,100,Remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1708,United States,58000,2,0,1,10,Not remote,7,1,0,0,1,0,0,0,0,0,0,0,0,1
1709,United States,175000,13,1,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
1710,United States,77000,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1711,United States,145600,19,0,1,20,Not remote,8,1,1,0,1,0,0,0,0,1,0,0,0,1
1712,United States,98000,7,0,1,100,Remote,9,0,0,0,0,0,1,0,0,0,0,0,0,1
1713,United States,90000,7,1,0,20,Remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
1714,United States,81000,7,0,0,1000,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,1
1715,United Kingdom,48750,13,0,1,20,Not remote,7,0,1,1,0,1,0,0,0,0,0,1,1,1
1716,United Kingdom,41250,3,0,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
1717,Canada,59090.9090909091,5,0,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1718,United States,97500,9,0,1,10,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
1719,United States,63000,1,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,0
1720,United States,80000,3,0,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
1721,United States,110000,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1722,United States,40000,13,0,0,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1723,United States,105000,8,1,1,20,Remote,10,1,0,0,1,0,0,0,0,0,0,0,0,0
1724,United States,93000,6,1,1,10000,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
1725,United States,145000,11,0,0,100,Not remote,9,0,0,0,0,1,0,0,0,0,0,1,0,0
1726,United States,119000,17,0,1,10000,Not remote,7,0,0,1,1,0,1,0,0,0,0,0,0,0
1727,United States,70000,1,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1728,United States,111000,3,0,0,10000,Not remote,9,1,0,0,0,0,0,0,0,1,0,0,0,0
1729,United States,130000,19,0,1,100,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1730,United States,175000,20,1,0,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,United States,138000,14,0,1,1000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
1732,United States,97000,5,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
1733,United Kingdom,37500,14,0,0,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1734,United States,102000,10,1,0,1000,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
1735,United States,90000,2,0,0,1000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
1736,India,36705.3296138599,9,1,1,10000,Remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
1737,India,52855.6746439583,15,0,0,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,1
1738,Germany,53763.4408602151,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1739,Canada,43939.3939393939,1,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1740,Canada,53030.303030303,1,0,1,20,Not remote,8,1,0,0,1,0,0,0,0,1,0,0,0,0
1741,United States,75000,8,0,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
1742,United States,50200,1,1,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
1743,United States,175000,12,0,1,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1744,United States,130000,8,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
1745,India,2202.3197768316,1,0,1,20,Remote,6,0,1,1,0,0,0,0,0,0,1,0,0,1
1746,India,18323.3005432389,7,0,0,100,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,0
1747,United States,135000,8,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,India,7047.42328586111,2,1,1,10,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,1,1
1749,Germany,64516.1290322581,8,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,United States,155000,14,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1751,India,10277.4922918808,1,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1752,United States,80000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1753,United States,127000,9,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,1,0,0,0,1
1754,India,12846.865364851,8,1,0,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1755,Germany,45161.2903225806,1,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1756,United States,134000,3,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1757,United Kingdom,43750,2,0,1,100,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,0
1758,India,7341.06592277199,15,0,0,10,Not remote,10,0,1,1,0,0,0,0,0,0,1,1,0,1
1759,United States,103000,2,1,1,5000,Not remote,4,1,0,0,0,0,0,0,0,1,0,0,0,0
1760,India,14682.131845544,4,0,1,10,Not remote,9,1,0,0,1,0,0,0,0,0,0,1,0,1
1761,United Kingdom,47500,7,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1762,Germany,75268.8172043011,15,1,0,100,Not remote,5,0,0,0,0,1,1,0,0,0,0,0,0,0
1763,Germany,61720.4301075269,10,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,India,8809.27910732638,4,1,1,10000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
1765,United Kingdom,50000,11,0,0,1000,Not remote,8,1,0,0,1,0,0,0,0,0,0,0,0,0
1766,Germany,54838.7096774193,7,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1767,Germany,48387.0967741935,4,0,0,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
1768,United Kingdom,23750,2,0,1,20,Not remote,10,0,0,1,1,0,0,0,0,0,1,0,0,1
1769,Germany,80645.1612903226,5,1,1,1000,Not remote,5,0,0,0,0,1,0,0,0,0,0,0,1,0
1770,Germany,10322.5806451613,2,0,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
1771,India,2642.78373219792,2,1,1,1,Not remote,10,0,1,1,1,0,0,0,0,0,0,0,0,1
1772,United Kingdom,42187.5,2,0,1,10000,Not remote,7,0,0,0,1,1,0,0,0,0,0,0,1,1
1773,United Kingdom,47500,2,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1774,Germany,60215.0537634409,3,0,1,5000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1775,India,8809.27910732638,2,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
1776,United Kingdom,40625,2,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,Germany,43870.9677419355,16,0,0,1,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,United Kingdom,30000,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1779,United States,120000,9,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1780,United Kingdom,23750,1,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1781,Germany,68817.2043010753,8,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
1782,India,9543.38569960358,4,1,1,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
1783,United States,115000,15,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1784,United Kingdom,31250,2,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
1785,India,7400,4,0,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
1786,Germany,32258.064516129,3,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
1787,India,9102.92174423726,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1788,Germany,70967.7419354839,7,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
1789,United States,85000,20,0,0,1,Remote,6,0,1,1,0,0,0,0,0,0,0,0,0,1
1790,United Kingdom,37500,2,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
1791,Germany,32258.064516129,9,0,1,10,Not remote,5,0,1,0,0,0,0,1,1,0,0,0,1,1
1792,United Kingdom,41250,4,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1793,Germany,53763.4408602151,8,1,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
1794,Germany,64516.1290322581,6,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
1795,Germany,53763.4408602151,18,1,1,20,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
1796,United States,68000,6,0,1,100,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,1
1797,United Kingdom,88750,15,1,1,100,Remote,6,0,0,0,0,1,0,0,0,0,0,0,1,1
1798,United Kingdom,75000,20,0,1,20,Not remote,8,0,1,1,0,1,1,0,0,0,1,0,1,0
1799,United States,50000,3,1,1,100,Not remote,6,0,0,0,1,1,0,0,0,0,0,0,0,1
1800,United States,50000,10,0,1,100,Not remote,8,0,1,1,0,0,1,0,0,0,1,0,1,1
1801,United Kingdom,75000,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1802,United States,65000,11,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,Canada,56818.1818181818,10,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1804,Germany,134408.602150538,20,1,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Germany,125806.451612903,16,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1806,United Kingdom,56250,2,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,United States,89600,6,1,1,100,Not remote,9,0,0,0,0,0,0,0,1,0,1,0,0,1
1808,United States,120000,4,0,0,1000,Not remote,7,1,0,0,0,0,0,0,0,1,0,0,0,0
1809,United States,46000,1,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
1810,India,6606.95933049479,2,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,India,26427.8373219792,3,0,0,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1812,United States,120000,11,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1813,United Kingdom,31250,5,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,United States,85000,5,1,1,1000,Not remote,9,1,0,0,0,0,0,0,0,1,0,0,0,0
1815,United States,70200,2,0,0,10000,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
1816,Canada,35454.5454545455,12,0,0,1,Remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
1817,United States,54000,2,0,1,100,Not remote,2,1,1,0,0,0,0,0,0,0,0,0,0,1
1818,United Kingdom,32500,3,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1819,United States,185000,10,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1820,United States,146000,10,0,1,1000,Remote,10,0,1,1,0,0,0,0,1,0,1,0,1,1
1821,United Kingdom,37500,10,0,1,20,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,0,1
1822,United States,108000,17,1,1,1000,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1823,United States,86000,3,0,1,20,Remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
1824,United Kingdom,96250,9,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
1825,United States,155000,20,0,1,1000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,0
1826,United States,130000,6,0,0,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
1827,United States,99000,5,1,1,1000,Not remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1828,United States,84000,2,0,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,United Kingdom,35000,1,0,1,10,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
1830,United States,85000,8,1,1,1,Not remote,8,0,1,1,0,1,1,0,0,0,1,0,1,1
1831,United Kingdom,41250,7,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1832,United States,90000,3,0,0,10000,Not remote,10,0,1,0,0,1,0,0,0,0,0,1,1,1
1833,United Kingdom,33750,2,0,1,100,Not remote,10,0,1,0,0,0,1,0,0,0,1,0,1,1
1834,United States,80000,14,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,0
1835,United States,135000,5,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,United States,55000,4,0,1,20,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,1,1
1837,United States,120000,2,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1838,India,6342.680957275,1,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
1839,United States,55000,1,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1840,United States,70000,3,0,1,10,Remote,7,0,1,0,0,0,0,0,0,0,1,0,0,1
1841,Germany,50537.6344086021,8,0,0,10,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1842,United Kingdom,37500,1,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1843,United States,116900,1,0,1,10000,Not remote,6,0,0,1,1,0,0,0,0,0,0,1,0,0
1844,United Kingdom,37500,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1845,United States,153000,20,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
1846,United Kingdom,37500,6,0,1,20,Not remote,10,0,1,0,0,0,1,0,0,0,1,1,1,1
1847,United States,120000,16,0,1,1000,Not remote,10,1,0,1,1,0,0,0,0,0,0,0,0,1
1848,United States,95000,9,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
1849,United Kingdom,52500,16,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1850,United States,63000,6,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
1851,United States,120000,16,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1852,United States,66300,6,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1853,United States,120000,15,0,0,20,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,1,1
1854,United States,78000,11,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1855,United States,125000,15,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1856,United Kingdom,45243.75,10,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1857,United States,105000,3,0,0,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
