ID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
4276,United States,55000,2,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,1,0
4277,United States,125000,20,1,1,100,Remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0
4278,United States,86000,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,1,0,1,0,0,0
4279,United States,40000,4,1,1,10,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,1,1
4280,United States,90000,1,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4281,United States,110000,11,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4282,United States,105000,2,0,1,1000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
4283,United States,60000,5,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4284,India,23491.4109528704,4,0,1,100,Not remote,10,0,0,1,0,0,0,1,0,0,1,0,0,1
4285,United Kingdom,36500,1,0,0,20,Not remote,9,0,0,1,1,0,0,0,0,0,0,0,0,0
4286,India,16884.4516223756,9,0,1,1000,Not remote,5,1,0,1,1,0,0,0,0,0,0,0,0,1
4287,United States,145000,20,1,1,500,Not remote,9,1,1,1,1,1,0,0,1,1,1,0,0,1
4288,United Kingdom,62500,14,0,1,500,Not remote,2,0,1,0,0,0,0,0,0,0,0,0,0,1
4289,United States,110000,10,0,1,1000,Remote,10,0,1,1,0,1,0,0,0,0,1,0,1,1
4290,United States,67000,5,0,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
4291,United States,160000,16,1,1,500,Remote,9,1,1,1,1,1,0,0,0,0,0,0,1,1
4292,United States,12000,2,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4293,United States,60000,3,0,1,10000,Not remote,4,0,1,1,0,0,0,0,0,0,0,0,0,0
4294,United States,55452,4,0,1,1,Not remote,4,0,1,1,0,0,0,0,0,0,0,0,0,1
4295,United States,90000,5,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4296,United States,150000,5,1,1,500,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
4297,United States,40000,1,1,1,1000,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4298,United Kingdom,50000,3,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
4299,India,24959.6241374248,7,0,0,100,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,0,1
4300,India,11011.598884158,5,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
4301,United States,78000,6,1,1,100,Not remote,9,0,0,0,1,0,1,0,0,0,0,0,0,0
4302,United Kingdom,41250,6,1,0,5000,Not remote,8,1,0,0,0,1,0,0,0,0,0,0,1,1
4303,United States,110000,2,0,1,10000,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
4304,United Kingdom,56250,12,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4305,United States,50000,1,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
4306,Germany,75268.8172043011,14,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4307,United States,104000,11,0,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
4308,India,7928.35119659375,1,1,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4309,India,5285.56746439583,2,1,1,100,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
4310,United Kingdom,42500,6,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4311,India,6606.95933049479,1,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4312,United Kingdom,60000,9,0,0,100,Not remote,8,0,0,1,0,0,0,0,1,0,1,0,0,1
4313,Germany,67741.935483871,14,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4314,India,7708.11921891059,3,0,1,10000,Not remote,4,1,1,0,0,1,0,0,0,0,0,0,0,1
4315,Germany,48387.0967741935,3,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,Canada,41666.6666666667,3,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
4317,United States,91000,9,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,United Kingdom,52500,11,0,1,10,Not remote,4,0,0,0,0,0,0,0,0,0,1,0,0,1
4319,United States,140000,20,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
4320,United States,92000,3,0,0,5000,Not remote,8,0,0,0,0,0,1,0,0,0,0,1,0,0
4321,United Kingdom,50000,10,1,1,1,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1
4322,Germany,64516.1290322581,5,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4323,United States,105000,20,0,0,100,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,1,0
4324,Canada,48106.0606060606,2,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
4325,Canada,30303.0303030303,2,0,0,5000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
4326,United States,58000,20,0,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
4327,United States,96000,12,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
4328,United States,120000,17,1,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
4329,United States,104000,9,0,1,10000,Not remote,4,1,0,1,0,1,0,0,0,0,0,0,1,1
4330,United States,70200,4,1,0,1000,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
4331,United States,83000,3,1,1,20,Remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
4332,United States,159000,20,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4333,United States,88000,9,1,0,1,Remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
4334,United States,87000,7,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,1,1
4335,United States,61000,3,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4336,United States,110000,11,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4337,United States,65000,1,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4338,United States,56567,1,1,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
4339,United States,60000,4,0,1,10,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0
4340,United States,83000,7,0,0,1000,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
4341,United States,90050,6,1,1,20,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4342,United States,121000,3,1,1,500,Not remote,9,0,1,0,0,0,0,0,0,0,0,1,1,1
4343,India,11011.598884158,5,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
4344,United States,119000,12,0,0,500,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
4345,United States,80000,13,0,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4346,United States,78125,18,0,0,100,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1
4347,Germany,35483.8709677419,3,0,1,20,Not remote,5,1,0,0,0,0,0,0,0,0,0,0,0,0
4348,United States,77000,4,1,1,100,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
4349,United States,102000,6,1,1,20,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
4350,United States,135000,7,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,United States,65000,2,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4352,United States,105000,1,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4353,United States,95000,7,0,1,10,Remote,9,0,1,0,0,0,0,0,0,0,0,0,1,1
4354,Canada,31060.6060606061,2,0,1,100,Not remote,10,0,0,1,0,0,1,0,0,0,0,0,0,0
4355,United States,62000,3,0,1,20,Not remote,7,0,1,1,0,1,0,0,1,0,0,0,1,1
4356,United States,150000,13,1,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4357,United States,72000,5,1,1,20,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,1,0
4358,United States,65000,2,1,1,5000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,United States,145000,20,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,United States,60000,8,1,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
4361,United States,115000,3,1,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4362,United States,120000,9,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
4363,Canada,43181.8181818182,15,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4364,India,29364.2636910879,7,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,0,1,0,0,1
4365,United States,80000,3,0,1,10000,Remote,8,0,0,0,0,1,0,0,0,1,1,0,0,1
4366,United States,92000,9,1,1,10000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
4367,Germany,32258.064516129,2,0,1,20,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,0,1
4368,Germany,38709.6774193548,5,0,0,1000,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
4369,Germany,91397.8494623656,9,1,1,1000,Not remote,10,0,0,0,0,0,0,1,1,0,0,0,0,1
4370,Germany,51612.9032258064,8,1,1,1000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,1
4371,Germany,69892.4731182796,15,1,1,5000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
4372,Germany,25806.4516129032,14,1,1,100,Remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
4373,India,1409.48465717222,2,1,1,1,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
4374,Germany,69892.4731182796,6,0,1,10000,Not remote,9,0,1,1,0,0,1,0,1,1,1,0,1,1
4375,Germany,59139.7849462366,7,0,0,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4376,United Kingdom,40625,15,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
4377,United Kingdom,53797.5,16,0,0,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
4378,United States,120000,9,0,0,100,Not remote,7,1,0,0,0,0,0,0,0,0,1,0,0,0
4379,United States,110000,20,1,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
4380,Germany,53763.4408602151,17,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
4381,United States,91500,2,1,1,500,Remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
4382,United States,89000,9,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4383,United States,67000,3,0,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4384,United Kingdom,34375,4,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4385,United Kingdom,23290.3225806452,1,0,1,1000,Not remote,5,1,1,0,1,0,0,0,0,0,0,1,1,1
4386,Canada,83333.3333333333,14,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
4387,United Kingdom,43312.5,4,1,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
4388,United States,100000,4,1,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4389,United Kingdom,75000,5,0,1,20,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
4390,United States,90000,20,0,0,1000,Remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
4391,United Kingdom,76250,15,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4392,United States,100000,10,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
4393,United States,144000,17,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
4394,United States,105000,5,0,1,100,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
4395,United States,110000,15,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
4396,United States,109000,9,0,1,100,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,0,0
4397,United Kingdom,68750,8,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
4398,United States,106000,17,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,United States,130000,15,0,1,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
4400,Germany,60215.0537634409,20,0,0,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,1,0,0
4401,Canada,50734.0909090909,11,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
4402,United States,120000,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4403,Canada,64393.9393939394,7,0,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
4404,United States,121000,18,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
4405,United States,65000,2,0,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
4406,United States,131000,9,0,0,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
4407,United States,150000,14,1,1,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,Canada,68181.8181818182,7,1,1,20,Not remote,5,0,0,0,0,1,0,0,0,0,0,1,0,1
4409,Canada,54545.4545454545,2,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0
4410,United States,69600,10,1,1,1000,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1
4411,United States,111000,7,1,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
4412,Canada,68181.8181818182,5,0,0,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,0
4413,United States,81200,6,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
4414,United States,106536,9,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
4415,United States,46350,1,0,1,20,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,0,1
4416,India,20554.9845837616,18,0,0,10000,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
4417,United Kingdom,68750,2,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4418,Germany,58064.5161290323,10,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
4419,United States,58000,2,0,1,20,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
4420,United Kingdom,40625,8,1,1,10000,Remote,5,1,1,1,0,0,0,0,0,0,0,0,1,0
4421,United States,104000,20,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
4422,United Kingdom,51250,11,1,1,5000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,1
4423,United States,150000,19,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
4424,Canada,78759.8484848485,10,1,1,1000,Not remote,8,0,0,1,0,1,0,0,0,0,1,0,0,1
4425,United Kingdom,62500,10,0,1,10000,Not remote,8,1,1,0,1,1,0,0,0,0,0,0,1,1
4426,United Kingdom,72500,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4427,Germany,55913.9784946237,1,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
4428,United Kingdom,30000,3,0,0,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
4429,Germany,62365.5913978495,10,1,0,1000,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,1
4430,United Kingdom,39375,2,0,1,1000,Not remote,5,1,0,0,1,0,0,0,0,0,1,0,0,1
4431,United Kingdom,37500,11,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4432,Germany,80645.1612903226,18,0,1,100,Not remote,6,1,1,1,0,0,0,0,0,0,0,0,1,1
4433,United States,60000,2,0,0,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
4434,United States,62000,2,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4435,Germany,96774.1935483871,20,1,0,10000,Not remote,10,1,0,0,0,0,0,0,0,1,0,0,0,0
4436,United States,77000,9,1,1,100,Remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
4437,United States,115000,19,0,1,10000,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,0
4438,United States,125000,13,1,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
4439,United States,150000,16,0,0,20,Not remote,9,0,0,1,0,0,1,0,1,0,1,0,0,0
4440,India,2936.48509763618,0,1,1,1,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
4441,Germany,50537.6344086021,10,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
4442,Germany,49462.3655913978,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
4443,United Kingdom,53125,13,1,1,1,Not remote,6,1,0,1,0,0,0,0,1,0,0,0,0,0
4444,United Kingdom,55000,10,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4445,Germany,51612.9032258064,5,0,1,10,Not remote,6,0,0,0,0,1,0,0,0,0,0,1,0,1
4446,United States,110000,9,1,1,20,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,1,1
4447,United Kingdom,56250,20,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4448,United States,62000,1,0,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
4449,United States,111000,5,0,1,10000,Not remote,9,0,0,1,0,1,0,0,0,0,1,0,0,1
4450,United States,90000,3,1,1,100,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0
4451,United States,165000,14,1,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4452,United Kingdom,31250,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,1,0,0,0,0,0
4453,United States,136000,20,0,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
4454,United States,105000,16,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
4455,United Kingdom,131250,12,1,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,1,1
4456,United Kingdom,53750,9,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
4457,United Kingdom,41250,4,0,0,1000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
4458,Germany,39784.9462365591,3,0,1,20,Not remote,9,0,1,0,0,0,0,0,0,0,0,0,0,1
4459,United States,100000,14,0,1,10000,Not remote,6,0,0,0,0,1,1,0,0,0,0,0,0,0
4460,United States,95000,6,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
4461,United States,94500,9,0,0,1000,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
4462,United States,46350,2,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
4463,United States,140000,20,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
4464,Canada,90909.0909090909,9,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4465,Canada,68181.8181818182,3,1,0,100,Not remote,8,0,0,0,1,1,0,0,0,0,0,0,0,1
4466,United States,125000,10,1,1,1,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,0
4467,United States,89000,4,1,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
4468,United States,110000,4,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
4469,United States,110000,3,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4470,United States,83500,15,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4471,United States,75000,2,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4472,United States,62500,3,1,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,1
4473,United States,158000,13,0,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
4474,United States,100000,4,0,0,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4475,United States,112000,8,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4476,United States,88000,2,0,1,10,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
4477,United States,110000,1,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4478,United States,65000,5,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,1,1
4479,India,1761.85582146528,1,0,0,1,Not remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4480,United States,48000,3,1,1,1,Not remote,10,1,0,0,1,1,0,0,0,0,0,0,1,1
4481,United Kingdom,82500,20,1,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
4482,United States,70000,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4483,United States,90000,5,0,1,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
4484,India,6166.49537512847,2,1,1,10000,Remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
4485,United States,135000,7,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
4486,India,5432.38878285127,3,1,1,100,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4487,United States,115000,20,1,1,100,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
4488,United Kingdom,56250,4,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
4489,United States,141000,18,0,1,10000,Not remote,9,0,0,0,0,1,0,0,0,0,1,0,0,1
4490,United States,41000,9,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4491,United States,74000,5,1,1,100,Not remote,9,0,1,1,0,1,0,0,0,0,1,1,1,1
4492,Germany,55913.9784946237,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
4493,United States,87000,19,0,0,20,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
4494,United States,107000,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4495,United States,157000,5,0,1,10000,Not remote,9,0,0,1,0,0,0,0,1,0,1,0,0,0
4496,United States,160000,10,1,1,20,Not remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1
4497,United States,120000,10,1,1,1000,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
4498,Canada,54545.4545454545,20,1,1,1,Remote,9,0,1,1,1,0,0,0,0,0,0,0,1,1
4499,United States,65000,2,0,1,100,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
4500,United States,153000,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4501,India,4404.63955366319,4,0,1,10,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
4502,United Kingdom,40000,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4503,India,7341.06592277199,4,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
4504,United States,115000,15,0,1,1,Remote,8,0,0,1,1,0,0,0,0,0,0,1,0,0
4505,United Kingdom,31250,3,0,1,1,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,1,1
4506,United States,63000,2,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
4507,United States,105000,7,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4508,Germany,63225.8064516129,7,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,1,0,0,0,0
4509,United States,90000,8,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4510,United States,100000,1,1,0,10000,Not remote,4,0,1,1,0,1,0,0,0,0,0,0,0,1
4511,United States,95000,10,1,1,10,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
4512,India,4404.63955366319,2,0,0,1,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
4513,United States,106000,13,0,1,100,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,1
4514,United States,82500,4,0,1,1,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
4515,United Kingdom,56250,16,0,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
4516,Canada,49242.4242424242,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4517,United States,125000,20,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,1,0,1
4518,United Kingdom,38750,7,0,0,1,Remote,4,0,1,0,0,0,0,1,0,0,0,0,1,1
4519,United States,38800,3,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4520,United Kingdom,45500,3,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4521,United States,85000,4,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1
4522,India,4404.63955366319,2,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
4523,United States,155000,15,1,1,100,Remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
4524,United States,84000,7,0,1,10000,Not remote,8,1,0,0,0,0,1,0,0,0,0,0,1,1
4525,United Kingdom,62500,2,1,1,1,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
4526,United States,120000,3,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,1,1
4527,United States,120000,2,1,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
4528,United Kingdom,36250,2,0,0,1000,Not remote,8,0,0,0,0,0,0,0,1,0,0,0,0,0
4529,Canada,49242.4242424242,11,0,1,10000,Not remote,8,0,0,1,0,0,0,1,0,0,0,0,0,1
4530,Germany,60215.0537634409,10,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4531,United States,70000,3,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4532,United States,10000,2,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
4533,Germany,58064.5161290323,6,0,0,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
4534,United States,132000,20,1,0,10000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4535,United States,87000,4,0,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
4536,United Kingdom,58750,5,0,1,10000,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,0,1
4537,United Kingdom,52500,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
4538,Germany,64516.1290322581,4,1,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4539,United Kingdom,57500,16,1,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
